source_id	category	title	organization	year	url	source_type	primary_use	access_status	local_path
ADOC-007	associated_documents	TransCelerate Clinical Content and Reuse initiative	TransCelerate BioPharma	2026	https://www.transceleratebiopharmainc.com/initiatives/clinical-content-reuse/	initiative_page	Harmonized model content and template suite reference	public_html	references/inbox/associated_documents/TransCelerate_clinical_content_reuse.html
ADOC-008	associated_documents	EU-PEARL Statistical Analysis Plan template	EU-PEARL	2023	https://eu-pearl.eu/wp-content/uploads/2023/05/3.EU-PEARL_SAP_Template_V3-25April2023.docx	template	SAP section examples and analysis-plan fact dependencies	public_docx	references/inbox/associated_documents/EU_PEARL_SAP_Template_2023.docx
ADOC-009	associated_documents	Duke Statistical Analysis Plan template	Duke Biostatistics	2020	https://biostat.duke.edu/sites/default/files/2022-06/SAP%20template%20for%20website%202020-06-09.docx	template	SAP checklist and analysis plan unit tests	public_docx	references/inbox/associated_documents/Duke_SAP_template_2020.docx
ADOC-010	associated_documents	DAC Trials Statistical Analysis Plan template	DAC Trials	2026	https://dac-trials.org/resources/statistical-analysis-plan-template/	template_page	SAP purpose and best-practice wording	public_html	references/inbox/associated_documents/DAC_trials_SAP_template.html
ADOC-011	associated_documents	A template for the authoring of statistical analysis plans	Trials / PMC	2023	https://pmc.ncbi.nlm.nih.gov/articles/PMC10300078/	open_access_article	Evidence for structured SAP authoring and SAP checklist content	public_html	references/inbox/associated_documents/PMC_SAP_authoring_template_2023.html
ADOC-012	associated_documents	ClinicalTrials.gov protocol registration data element definitions	ClinicalTrials.gov	2026	https://clinicaltrials.gov/policy/protocol-definitions	registry_definitions	Registry field mapping and outcome measure consistency checks	public_html	references/inbox/associated_documents/ClinicalTrialsGov_protocol_definitions.html
ADOC-013	associated_documents	ClinicalTrials.gov results data element definitions	ClinicalTrials.gov	2026	https://clinicaltrials.gov/policy/results-definitions	registry_definitions	Outcome result consistency and endpoint traceability	public_html	references/inbox/associated_documents/ClinicalTrialsGov_results_definitions.html
ADOC-014	associated_documents	ClinicalTrials.gov glossary terms	ClinicalTrials.gov	2026	https://clinicaltrials.gov/study-basics/glossary	glossary	Terminology normalization for registry/protocol consistency	public_html	references/inbox/associated_documents/ClinicalTrialsGov_glossary.html
ADOC-015	associated_documents	ICH E3 Structure and Content of Clinical Study Reports	ICH	1995	https://database.ich.org/sites/default/files/E3_Guideline.pdf	regulatory_guideline	CSR document units and protocol-to-CSR traceability	public_pdf	references/inbox/associated_documents/ICH_E3_Clinical_Study_Report.pdf
ADOC-016	associated_documents	NIH-FDA Phase 2 and 3 IND IDE Clinical Trial Protocol Template annotated by MRCT	MRCT Center / NIH / FDA	2022	https://mrctcenter.org/diversity-in-clinical-research/wp-content/uploads/sites/8/2022/06/MRCT-Center-NIH-Protocol-Template-Version-1.0.pdf	template	Protocol section catalog and schedule/endpoint dependencies	public_pdf	references/inbox/associated_documents/MRCT_NIH_FDA_protocol_template_2022.pdf
ADOC-017	associated_documents	NIA informed consent document template and guidelines	National Institute on Aging	2022	https://www.nia.nih.gov/sites/default/files/2022-03/nia-informed-consent-template.docx	template	Informed consent section requirements and wording patterns	public_docx	references/inbox/associated_documents/NIA_informed_consent_template_2022.html
ADOC-018	associated_documents	NYU standard consent template for clinical trials and biomedical research	NYU Langone Health	2018	https://med.nyu.edu/departments-institutes/clinical-translational-science/sites/default/files/standard-consent-template-for-clinical-trials-and-biomedical-research.pdf	template	Consent document unit examples and risk/benefit wording checks	public_pdf	references/inbox/associated_documents/NYU_standard_consent_template_2018.pdf
ADOC-019	associated_documents	ClinicalTrials.gov reporting basic results article	PMC	2010	https://pmc.ncbi.nlm.nih.gov/articles/PMC2821287/	open_access_article	Registry results reporting background and outcome data dependencies	public_html	references/inbox/associated_documents/PMC_ClinicalTrialsGov_basic_results_2010.html
ADOC-020	associated_documents	University of Buffalo ClinicalTrials.gov registration and results guide	University at Buffalo CTSI	2024	https://www.buffalo.edu/content/dam/www/ctsi/Cores/ClinicalResearchOffice/ClinicalTrialsgov%20Registration%20and%20Results%20Guide%201.16.2024.docx	guide	Registry required-field workflow and completion date dependencies	public_docx	references/inbox/associated_documents/Buffalo_ClinicalTrialsGov_registration_results_guide_2024.docx
AI-001	ai_protocol_authoring	From RAGs to riches: Using large language models to write documents for clinical trials	arXiv	2024	https://arxiv.org/pdf/2402.16406	preprint	LLM and RAG baseline for clinical trial document authoring	public_pdf	references/inbox/ai_protocol_authoring/Markey_RAGs_to_riches_clinical_trial_documents_2024.pdf
AI-002	ai_protocol_authoring	Clinical Trials Protocol Authoring using LLMs	arXiv	2024	https://arxiv.org/pdf/2404.05044	preprint	Protocol authoring baseline and LLM workflow comparison	public_pdf	references/inbox/ai_protocol_authoring/Clinical_trials_protocol_authoring_using_LLMs_2024.pdf
AI-003	ai_protocol_authoring	Large Language Models for Clinical Trial Protocol Assessments	PMC	2026	https://pmc.ncbi.nlm.nih.gov/articles/PMC12816432/	open_access_article	Evidence that LLMs can assess SAP and protocol-related content	public_html	references/inbox/ai_protocol_authoring/PMC_LLMs_for_clinical_trial_protocol_assessments.html
AI-004	ai_protocol_authoring	Large language models in clinical trials: applications and challenges	PMC	2025	https://pmc.ncbi.nlm.nih.gov/articles/PMC12522288/	open_access_article	Broad review of LLM applications and risk boundaries in clinical trials	public_html	references/inbox/ai_protocol_authoring/PMC_LLMs_in_clinical_trials_review.html
AI-005	ai_protocol_authoring	Revolutionizing Clinical Trials with Intelligent Protocol Automation	PHUSE / LexJansen	2025	https://www.lexjansen.com/phuse-us/2025/ml/PAP_ML08.pdf	conference_paper	Industry-style intelligent protocol automation reference	public_pdf	references/inbox/ai_protocol_authoring/PHUSE_intelligent_protocol_automation_2025.pdf
AI-006	ai_protocol_authoring	Using Large Language Models to Assess the Consistency of Randomized Controlled Trials on AI Interventions	JMIR	2025	https://www.jmir.org/2025/1/e72412	open_access_article	Method reference for LLM-based consistency assessment and deterministic API evaluation	public_html	references/inbox/ai_protocol_authoring/JMIR_LLM_consistency_RCT_AI_interventions_2025.html
AI-007	ai_protocol_authoring	AI-Driven Protocol Authoring Accelerates Phase III Clinical Trials	AlphaLifeSci	2025	https://alphalifesci.com/blog/blueprint-for-breakthrough-ai-driven-protocol-authoring-accelerates-phase-iii-clinical-trials	industry_article	Competitor narrative for cross-section consistency and structured protocol authoring	public_html	references/inbox/ai_protocol_authoring/AlphaLifeSci_AI_driven_protocol_authoring.html
AI-008	ai_protocol_authoring	AI Agents for Clinical Trial Protocol Automation	Narrativa	2026	https://www.narrativa.com/protocol-clinical-trials-automation-with-ai-agents/	industry_article	Agent-based clinical protocol automation competitor reference	public_html	references/inbox/ai_protocol_authoring/Narrativa_AI_agents_protocol_automation.html
BURDEN-011	burden	Impact of Protocol Amendments, Personnel Experience and Social Support on Clinical Trial Site Performance	PMC	2025	https://pmc.ncbi.nlm.nih.gov/articles/PMC12579691/	open_access_article	Evidence for amendment, complexity and operational performance burden	public_html	references/inbox/business/PMC_protocol_amendments_site_performance_2025.html
BURDEN-012	burden	Assessing Protocol Complexity and its Impact on Trial Outcomes	IQVIA	2026	https://www.iqvia.com/blogs/2026/01/assessing-protocol-complexity-and-its-impact-on-trial-outcomes	industry_article	Recent industry framing of protocol complexity, burden and amendments	public_html	references/inbox/business/IQVIA_protocol_complexity_trial_outcomes_2026.html
BURDEN-013	burden	The Amendment Trap: why clinical trials face costly protocol changes	Precision for Medicine	2025	https://www.precisionformedicine.com/blog/the-amendment-trap-why-76-of-clinical-trials-face-six-figure-protocol-changes	industry_article	Amendment cost narrative and risk framing	public_html	references/inbox/business/Precision_for_Medicine_amendment_trap.html
BURDEN-014	burden	Cost of Protocol Amendments: How Changes Penalize Learning in Phase 1	Prelude EDC	2026	https://preludeedc.com/resource/cost-of-protocol-amendments-phase-1/	industry_article	Change propagation and amendment-ready system framing	public_html	references/inbox/business/Prelude_cost_of_protocol_amendments_phase1.html
BURDEN-015	burden	The Rising Complexity of Study Design	CRIO	2025	https://clinicalresearch.io/blog/the-rising-complexity-of-study-design-what-it-means-for-clinical-research-sites/	industry_article	Study complexity and deviation/rework narrative	public_html	references/inbox/business/CRIO_rising_complexity_study_design.html
REG-001	regulatory_constraints	FDA Informed Consent Guidance for IRBs, Clinical Investigators, and Sponsors	US FDA	2023	https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm405006.pdf	regulatory_guidance	Consent rule constraints and participant-facing document checks	public_pdf	references/inbox/regulatory_constraints/FDA_informed_consent_guidance_2023.pdf
REG-002	regulatory_constraints	HHS OHRP Informed Consent Checklist	HHS OHRP	2026	https://www.hhs.gov/ohrp/regulations-and-policy/guidance/checklists/index.html	checklist	Consent required elements checklist for ICF unit tests	public_html	references/inbox/regulatory_constraints/HHS_OHRP_informed_consent_checklist.html
REG-003	regulatory_constraints	FDA and HHS Use of Electronic Informed Consent in Clinical Investigations	US FDA / HHS	2016	https://www.fda.gov/regulatory-information/search-fda-guidance-documents/use-electronic-informed-consent-clinical-investigations-questions-and-answers	regulatory_guidance	Digital consent and electronic record boundary for Feishu workflow story	public_html	references/inbox/regulatory_constraints/FDA_HHS_electronic_informed_consent.html
REG-004	regulatory_constraints	ICH E17 General Principles for Planning and Design of Multi-Regional Clinical Trials	ICH	2017	https://database.ich.org/sites/default/files/E17EWG_Step4_2017_1116.pdf	regulatory_guideline	Global protocol design constraints and region-related design facts	public_pdf	references/inbox/regulatory_constraints/ICH_E17_Multi_Regional_Clinical_Trials_2017.pdf
REG-005	regulatory_constraints	EMA ICH E17 scientific guideline page	EMA	2026	https://www.ema.europa.eu/en/ich-guideline-e17-general-principles-planning-design-multi-regional-clinical-trials-scientific-guideline	regulatory_page	EMA context for ICH E17 and global submission acceptability	public_html	references/inbox/regulatory_constraints/EMA_ICH_E17_guideline_page.html
REG-006	regulatory_constraints	FDA E17 General Principles for Planning and Design of Multi-Regional Clinical Trials	US FDA	2018	https://www.fda.gov/regulatory-information/search-fda-guidance-documents/e17-general-principles-planning-and-design-multi-regional-clinical-trials	regulatory_page	US adoption context for multi-region protocol constraints	public_html	references/inbox/regulatory_constraints/FDA_ICH_E17_guidance_page.html
ADOC-021	associated_documents	ClinicalTrials.gov Protocol and SAP Upload and Redaction Guidance	Weill Cornell Medicine	2019	https://research.weill.cornell.edu/sites/default/files/policy_forms/wcm_clinicaltrials.gov_protocol_and_sap_upload_and_redaction_guidance_v1.0_11.9.19.pdf	guide	Protocol/SAP disclosure and redaction workflow dependencies	public_pdf	references/inbox/associated_documents/Weill_Cornell_ClinicalTrialsGov_protocol_SAP_redaction_2019.pdf
ADOC-022	associated_documents	ISCB Clinical Trial Protocol Template	International Society for Clinical Biostatistics	2016	https://www.iscb.international/files/folders/sira_files/protocol_template_05feb2016_508.pdf	template	Additional public protocol template for unit catalog validation	public_pdf	references/inbox/associated_documents/ISCB_clinical_trial_protocol_template_2016.pdf
ADOC-023	associated_documents	NIA Informed Consent Checklist	National Institute on Aging	2008	https://www.nia.nih.gov/sites/default/files/2017-06/informed_consent_checklist_1_14_08_updated%20%281%29.doc	checklist	ICF element checklist for deterministic consent unit tests	public_doc	references/inbox/associated_documents/NIA_informed_consent_checklist_2008.html
ADOC-024	associated_documents	ClinicalTrials.gov sample informed consent document	ClinicalTrials.gov	2017	https://cdn.clinicaltrials.gov/large-docs/95/NCT01873495/ICF_001.pdf	public_example_document	Public example of ICF structure and participant-facing phrasing	public_pdf	references/inbox/associated_documents/ClinicalTrialsGov_sample_ICF_NCT01873495.pdf
SOA-001	schedule_of_activities	SPIRIT schedule of enrolment, interventions, and assessments template	SPIRIT Statement	2013	https://www.spirit-statement.org/wp-content/uploads/2013/01/SPIRIT-Figure.doc	template	Canonical schedule of enrolment/interventions/assessments table	public_doc	references/inbox/associated_documents/SPIRIT_schedule_figure_template.doc
SOA-002	schedule_of_activities	CONSORT-SPIRIT participant timeline explanation	CONSORT-SPIRIT	2026	https://www.consort-spirit.org/item18-participanttimeline	guideline_page	Rationale for participant timeline, visit schedule and burden checks	public_html	references/inbox/associated_documents/CONSORT_SPIRIT_participant_timeline.html
SOA-003	schedule_of_activities	BU Schedule of Events tool	Boston University Medical Campus	2023	https://www.bumc.bu.edu/crro/files/2023/09/CRRO-Tool_Schedule-of-Events_9122023.docx	template	Schedule-of-events table template for protocol and manual of procedures	public_docx	references/inbox/associated_documents/BU_Schedule_of_Events_2023.docx
SOA-004	schedule_of_activities	Allina Health instructions for the Schedule of Events	Allina Health	2026	https://www.allinahealth.org/-/media/allina-health/files/for-medical-professionals/instructions-for-the-schedule-of-events.doc	guide	Practical schedule-of-events instructions and protocol care-plan mapping	public_doc	references/inbox/associated_documents/Allina_schedule_of_events_instructions.doc
SOA-005	schedule_of_activities	UAB simplified clinical trial protocol template	University of Alabama at Birmingham	2026	https://www.uab.edu/ccts/images/kiosk/Simplified_clinical_trial_protocol_template.docx	template	Protocol template containing Schedule of Activities section	public_docx	references/inbox/associated_documents/UAB_simplified_clinical_trial_protocol_template.docx
SOA-006	schedule_of_activities	UAB all clinical trial templates and tools	University of Alabama at Birmingham	2026	https://www.uab.edu/ccts/clinical-trials-kiosk/all-templates-and-tools	template_index	Protocol-driven source document and schedule-of-activities workflow context	public_html	references/inbox/associated_documents/UAB_all_templates_and_tools.html
SOA-007	schedule_of_activities	Automated protocol templates with efficient schedule of activities	PMC	2025	https://pmc.ncbi.nlm.nih.gov/articles/PMC12167819/	open_access_article	Method evidence for automated protocol templates and SoA generation	public_html	references/inbox/associated_documents/PMC_automated_protocol_templates_SoA_2025.html
SOA-008	schedule_of_activities	SPIRIT 2025 statement updated guideline for protocols	PMC	2025	https://pmc.ncbi.nlm.nih.gov/articles/PMC12035670/	open_access_guideline	Updated SPIRIT checklist and participant timeline context	public_html	references/inbox/associated_documents/PMC_SPIRIT_2025_statement.html
SOA-009	schedule_of_activities	ClinicalTrials.gov public protocol with schedule of activities	ClinicalTrials.gov	2019	https://cdn.clinicaltrials.gov/large-docs/86/NCT04671186/Prot_SAP_000.pdf	public_example_document	Public example of protocol and SAP containing SoA section	public_pdf	references/inbox/associated_documents/ClinicalTrialsGov_public_protocol_SoA_NCT04671186.pdf
SOA-010	schedule_of_activities	SPIRIT-PRO protocol template	The PROTEUS Consortium	2023	https://theproteusconsortium.org/wp-content/uploads/2023/02/230220-SPIRIT-PRO-PROtocol-template.pdf	template	PRO assessment schedule and time-window requirements	public_pdf	references/inbox/associated_documents/SPIRIT_PRO_protocol_template_2023.pdf
COMP-001	business	HumanTrue clinical trials quality copilot	HumanTrue	2026	https://humantrue.com/quality	product_page	Direct competitor evidence for protocol quality, ambiguity and consistency positioning	public_html	references/inbox/business/HumanTrue_quality_copilot.html
COMP-002	business	Cori Clinical AI workspace for clinical trial documents	Cori Clinical	2026	https://www.cori-clinical.com/	product_page	Direct competitor evidence for drafting, QC, review and change control across trial documents	public_html	references/inbox/business/Cori_Clinical_home.html
COMP-003	business	Cori Clinical ASSIST Word-centered authoring	Cori Clinical	2026	https://www.cori-clinical.com/assist	product_page	Competitor evidence for Word add-in and connected authoring workflow	public_html	references/inbox/business/Cori_Clinical_ASSIST.html
COMP-004	business	Cori Clinical REVIEW cross-document coherence	Cori Clinical	2026	https://www.cori-clinical.com/review	product_page	Competitor evidence for document review and coherence across trial files	public_html	references/inbox/business/Cori_Clinical_REVIEW.html
COMP-005	business	Clinials protocol intelligence platform	Clinials	2026	https://clinials.com/	product_page	Competitor evidence for AI-powered protocol-to-structured-document generation	public_html	references/inbox/business/Clinials_home.html
COMP-006	business	Clinials about protocol intelligence	Clinials	2026	https://clinials.com/about-us	product_page	Competitor evidence for extracting what matters from protocols and related documents	public_html	references/inbox/business/Clinials_about.html
COMP-007	business	Taimei Wiz-iCTA document management agent	Taimei Technology	2026	https://cn.taimei.com/index/product/id/41	product_page	China competitor evidence for intelligent TMF document management and clinical operations workflow	public_html	references/inbox/business/Taimei_Wiz_iCTA.html
COMP-008	business	Taimei ICH M11 and AI platform article	Taimei Technology	2026	https://cn.taimei.com/cn/6466	company_article	China market evidence for ICH M11, AI agents, iCTA, iDM, eCRF and structured clinical data workflows	public_html	references/inbox/business/Taimei_ICH_M11_AI_platform.html
COMP-009	business	Veeva AI for Clinical Operations	Veeva Systems	2026	https://www.veeva.com/products/clinical-operations/	product_page	Platform competitor evidence for TMF intake and quality check agents in clinical operations	public_html	references/inbox/business/Veeva_AI_clinical_operations.html
COMP-010	business	Evinova Study Document Assistant	Evinova	2026	https://evinova.com/sda	product_page	Adjacent competitor evidence for study document assistant and documentation workflow improvement	public_html	references/inbox/business/Evinova_study_document_assistant.html
COMP-011	business	IQVIA Protocol Design Optimization	IQVIA	2026	https://www.iqvia.com/solutions/research-and-development/consulting/protocol-design-optimization	official_product_page	Adjacent competitor evidence for protocol design optimization and protocol risk assessment positioning.	public_web	references/inbox/public_sources/business/COMP-011_iqvia_protocol_design_optimization.html
COMP-012	business	Medidata Protocol Optimization	Medidata	2026	https://www.medidata.com/en/study-experience/protocol-optimization/	official_product_page	Adjacent competitor evidence for AI-supported protocol optimization and proprietary cross-industry data positioning.	public_web	references/inbox/public_sources/business/COMP-012_medidata_protocol_optimization.html
COMP-013	business	Medidata Clinical Trial Analytics and Study Feasibility	Medidata	2026	https://www.medidata.com/en/study-experience/clinical-trial-analytics/	official_product_page	Adjacent platform evidence for feasibility, enrollment forecasting and site-level analytics.	public_web	references/inbox/public_sources/business/COMP-013_medidata_clinical_trial_analytics.html
STAND-013	standards	CDISC Digital Data Flow for Clinical Trial Protocols	CDISC	2026	https://www.cdisc.org/ddf	standards_body_page	Standards evidence that clinical protocols are moving toward digital data flow and structured study definitions.	public_web	references/inbox/public_sources/standards/STAND-013_cdisc_ddf.html
STAND-014	standards	CDISC USDM Onboarding Package	CDISC	2026	https://www.cdisc.org/education/usdm-onboarding-package	standards_body_page	USDM implementation support evidence for machine-readable study definition adoption.	public_web	references/inbox/public_sources/standards/STAND-014_cdisc_usdm_onboarding.html
STAND-015	standards	CDISC USDM GitHub Package	CDISC	2026	https://github.com/cdisc-org/usdm	official_github_repository	Implementation reference for USDM deliverables and structured study definition models.	public_web	references/inbox/public_sources/standards/STAND-015_cdisc_usdm_github.html
ASSOC-025	associated_documents	TransCelerate Clinical Content and Reuse Assets	TransCelerate BioPharma	2026	https://www.transceleratebiopharmainc.com/assets/clinical-content-reuse-solutions/	industry_template_page	Template-suite evidence for common protocol, SAP and CSR reuse across related clinical documents.	public_web	references/inbox/public_sources/associated_documents/ASSOC-025_transcelerate_clinical_content_reuse_assets.html
ASSOC-026	associated_documents	TransCelerate Clinical Content and Reuse Initiative	TransCelerate BioPharma	2026	https://www.transceleratebiopharmainc.com/initiatives/clinical-content-reuse/	industry_initiative_page	Industry evidence for common content reuse, machine-readable documents and end-to-end efficiency.	public_web	references/inbox/public_sources/associated_documents/ASSOC-026_transcelerate_clinical_content_reuse_initiative.html
STAND-016	standards	TransCelerate Digital Data Flow Initiative	TransCelerate BioPharma	2026	https://www.transceleratebiopharmainc.com/initiatives/digital-data-flow/	industry_initiative_page	Industry evidence for moving from document-centric to data-centric clinical trial protocol digitalization.	public_web	references/inbox/public_sources/standards/STAND-016_transcelerate_ddf.html
STAND-017	standards	CPT 101 Introduction to the Common Protocol Template	TransCelerate BioPharma	2026	https://www.transceleratebiopharmainc.com/events/cpt-101-introduction-common-protocol-template-3/	industry_template_training_page	Evidence that CPT provides common structure and text for protocols and supports downstream automation.	public_web	references/inbox/public_sources/standards/STAND-017_transcelerate_cpt_101.html
